Incident_ID,Date,Date_Basis,Organisation,Secteur,Menace,Localisation,Sources,Source_URLs,Items_Count,First_seen,Last_seen
INC-F599B89D9F21,2026-08-19,PUBLICATION,Philippe Hottinguer Finance,Finance / Assurance,Ransomware,France métropolitaine,CYBERATTAQUE_ORG | RANSOMWARE_LIVE,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=576ca72f-43d1-4fa7-83e2-78db0524ab3f | https://www.cyberattaque.org/philippe-hottinguer-finance-cible-par-le-ransomware-qilin/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-0E347476E8B0,2026-08-19,PUBLICATION,Sport 2000,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/sport2000.png | https://frenchbreaches.com/alertes/sport-2000-mt0d2uylr1i928pr8k8 | https://www.cyberattaque.org/sport-2000-zerobytes-publie-17-851-reservations-de-son-outil-interne-pilot/,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-2524D6D14D15,2026-08-19,PUBLICATION,WiziShop,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/wizishop-dropizi-mszyv230fxhdpsb7ppo | https://www.cyberattaque.org/wizishop-dropizi-et-evolup-pirates-des-factures-clients-depuis-2009-recuperees-par-un-hacker/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-78A855CB3BF4,2026-08-18,PUBLICATION,Aastrio / Monday,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/aastrio-monday-une-ancienne-base-de-donnees-refait-surface-huit-ans-plus-tard/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-70AA4EB2D7FE,2026-08-18,PUBLICATION,Clenet,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/clenet-blgcloud-mszchi4ekakmbzdtap | https://www.cyberattaque.org/clenet-des-pirates-exploitent-une-faille-de-son-extranet-et-accedent-aux-donnees-clients-et-fournisseurs/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-90CA773A80A0,2026-08-18,PUBLICATION,DGFiP,Administration / Collectivité,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG,https://www.cyberattaque.org/dgfip-cadastre-succession-vacantes-3eme-fuite-pour-bercy/ | https://www.latribune.fr/article/tech/intelligence-artificielle/22783127765661/apres-deux-intrusions-le-fisc-reconnait-une-troisieme-fuite-de-donnees,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-02F7CC034277,2026-08-18,PUBLICATION,Foodtrack,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/foodtrack-msxx35cw3msrmak9egh | https://www.cyberattaque.org/foodtrack-une-cyberattaque-expose-les-donnees-de-1-197-utilisateurs/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-58531D3546D0,2026-08-18,PUBLICATION,Gedimat,Inconnu,Phishing / fraude,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/gedimat-pirate-les-coordonnees-de-clients-web-exposees-apres-une-cyberattaque/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-A35F0D19101A,2026-08-18,PUBLICATION,KparK,Construction / BTP,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/kpark-mszck35nr7j8i75741n | https://www.cyberattaque.org/kpark-ses-fichiers-de-prospection-touches-par-le-piratage-de-bloctel/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-CD5ED83ED67D,2026-08-18,PUBLICATION,Mutuelle Générale de Prévoyance,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE,https://www.franceinfo.fr/internet/securite-sur-internet/cyberattaques/des-donnees-personnelles-et-des-iban-d-adherents-de-la-mutuelle-generale-de-prevoyance-extraits-lors-d-une-cyberattaque-une-enquete-ouverte_8152268.html,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-D5BEF3A49E4D,2026-08-18,PUBLICATION,SpearFin Ltd,Finance / Assurance,Ransomware,Maurice,RANSOMWARE_LIVE,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/6a84277a9cd108bf265a45d9,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-DCD90B2A7A2B,2026-08-18,PUBLICATION,Taveau,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/taveau-blgcloud-msyvca8i1xz1mwgxx1 | https://www.cyberattaque.org/taveau-plus-de-107-000-fichiers-internes-diffuses-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-299D6B322925,2026-08-17,PUBLICATION,Ministère de l'Éducation nationale,Administration / Collectivité,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/minist-re-de-l-ducation-nationale-msxi5ti3ty651shezo | https://www.cyberattaque.org/education-nationale-zerobytes-cyberatatque/ | https://www.lesnumeriques.com/societe-numerique/l-education-nationale-se-fait-pirater-par-le-hackeur-des-impots-43-go-de-donnees-dans-la-nature-personnels-eleves-n260530.html,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-6F7EBC321E35,2026-08-17,PUBLICATION,SDE 03,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/syndicat-departemental-energie-de-lallier-cyberattaque/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-4613053E5C2C,2026-08-17,PUBLICATION,Ville de Marennes-Hiers-Brouage,Administration / Collectivité,Phishing / fraude,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/cyberattaque-a-marennes-hiers-brouage-des-pirates-utilisent-les-emails-de-la-mairie/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-1ECF87546892,2026-08-16,PUBLICATION,Achat Or et Argent,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/achat-or-et-argent-mqguqijb2kwf64ad0w7,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-8CAC1A097010,2026-08-16,PUBLICATION,actua,Services aux entreprises,Ransomware,France métropolitaine,RANSOMWARE_LIVE,http://lockbitapt67g6rwzjbcxnww5efpg4qok6vpfeth7wx3okj52ks4wtad.onion/post/dbe106197da13620f53ed5f2481b1970,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-12FCF8029315,2026-08-16,PUBLICATION,Bija Industrie,Industrie / Manufacture,Ransomware,France métropolitaine,CYBERATTAQUE_ORG | RANSOMWARE_LIVE,http://t33zoj4qwv455fog7qnb2azi5xcdxkixughmmduzbw2rtdgryqfbh6id.onion/company/banadah/ | https://www.cyberattaque.org/bija-industrie-693-mails-en-fuite-et-5-109-fichiers-internes-deja-publies/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-B99CF5D2A342,2026-08-16,PUBLICATION,Cravero Motoculture,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/cravero-motoculture-blgcloud-msv33dq9e4pzz9hsrts | https://www.cyberattaque.org/motoculture-cravero-49-168-fichiers-et-les-donnees-de-plus-de-8-500-personnes-diffuses/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-6AABCCAF78AA,2026-08-16,PUBLICATION,dupouy-associes,Inconnu,Ransomware,France métropolitaine,RANSOMWARE_LIVE,http://lockbitapt67g6rwzjbcxnww5efpg4qok6vpfeth7wx3okj52ks4wtad.onion/post/7c703831ffe8b0b9761a08710d0af29d,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-41A8AB5D39A1,2026-08-16,PUBLICATION,EVA Charleroi,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/eva-charleroi-mswbb37w86m9htgoij3,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-9F3966170CB4,2026-08-16,PUBLICATION,EVY,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/evy-msvpts753it09fb7vvf | https://www.cyberattaque.org/evy-13-870-comptes-et-contrats-dassurance-revendiques-dans-une-fuite/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-616D0ECF3BB3,2026-08-16,PUBLICATION,France-Casse,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/france-casse-msv87fj5v652mg9x2mn | https://www.cyberattaque.org/francecasse-500-comptes-clients-adresses-et-commandes-exposes-dans-une-nouvelle-fuite/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-C32E5C6268C3,2026-08-16,PUBLICATION,Fédération Française de Danse,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-danse-msvjcwu35yln9jygazd,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-8BB56F33DD82,2026-08-16,PUBLICATION,Fédération Française de Motocyclisme,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-motocyclisme-msvj2szkiclvx2gaoc,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-D8F1376548D2,2026-08-16,PUBLICATION,Groupe Lenormant,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/groupe-lenormant-blgcloud-msw8bjc0qn0hi4pzoxa | https://www.cyberattaque.org/lenormant-206-go-de-donnees-et-pres-de-39-000-fichiers-internes-diffuses-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-636BCD8327BD,2026-08-16,PUBLICATION,Jone Précision,Industrie / Manufacture,Ransomware,France métropolitaine,CYBERATTAQUE_ORG | RANSOMWARE_LIVE,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=40c19069-fd91-4f43-846b-71806c93607a | https://www.cyberattaque.org/jone-precision-menace-ransomware-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-9698B7C5C61F,2026-08-16,PUBLICATION,SamBoat,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/samboat.png | https://frenchbreaches.com/alertes/samboat-mswbi07qx6mqo23f4un | https://www.cyberattaque.org/samboat-la-plateforme-de-location-de-bateaux-frappee-par-une-cyberattaque-majeure/,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-9504AB2AB6DD,2026-08-15,PUBLICATION,EVA Nantes Sud,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/eva-nantes-sud-mstk3dvhzt4kjp61n2,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-2EC7AB82A87C,2026-08-15,PUBLICATION,Fédération Française de Karaté,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-karat-msu63ykvxde9hwoosba,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-DBB5C48F8E9F,2026-08-15,PUBLICATION,Le Bon Matériel,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/le-bon-mat-riel-blgcloud-mstkb430kht3b29drb | https://www.cyberattaque.org/lebonmateriel-fr-138-go-et-48-290-fichiers-diffuses-apres-le-piratage-de-son-compte-blgcloud/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-FDB7ABF9F4D9,2026-08-14,PUBLICATION,Direction générale des Finances publiques,Administration / Collectivité,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/direction-g-n-rale-des-finances-publiques-spdc-mssm0kklrsqu9rd3vd | https://www.cyberattaque.org/dgfip-2-cyberattaque-cadastre/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-25FD74F96AAB,2026-08-14,PUBLICATION,KparK,Construction / BTP,Fuite de données,France métropolitaine,BONJOURLAFUITE,https://bonjourlafuite.eu.org/img/kpark.png,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-CCF2D31F14AD,2026-08-13,PUBLICATION,Chupin,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/chupin-blgcloud-mssm9jvahrr2e2nsh7u | https://www.cyberattaque.org/chupin-sarl-16-go-et-plus-de-70-000-fichiers-publies-apres-le-piratage-de-son-compte-blgcloud/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-C571C9260435,2026-08-13,PUBLICATION,EVA.gg,Numérique / Technologie,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/eva-gg-nantes-cyberattaque/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-F302E8F60941,2026-08-13,PUBLICATION,France VAE,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/france-vae.png | https://frenchbreaches.com/alertes/france-vae-mssluksuoixbxf5wvsr | https://www.cyberattaque.org/france-vae-identites-parcours-professionnels-et-donnees-de-financement-exposes-apres-un-incident-de-securite/,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-25C6A92D4C08,2026-08-12,PUBLICATION,Actis Location,Industrie / Manufacture,Fuite de données,France métropolitaine,BONJOURLAFUITE,https://bonjourlafuite.eu.org/img/actis-location.png,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-B62D4B603863,2026-08-12,PUBLICATION,Clenet,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE,https://bonjourlafuite.eu.org/img/clenet.png,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-401EAF29A613,2026-08-12,PUBLICATION,Direction générale des Finances publiques,Administration / Collectivité,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/direction-g-n-rale-des-finances-publiques-dgfip-msq5rgy4cql9o0l7cus,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-AC05B943F109,2026-08-12,PUBLICATION,LaSante.net,Santé,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/lasante-net-mspekqmo3e0n0l1rsbe | https://www.cyberattaque.org/lasante-net-noms-adresses-et-e-mails-de-clients-consultes-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-710FA7F5B953,2026-08-12,PUBLICATION,Leroch Distribution,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/leroch-distribution-blgcloud-msp7xthowhtnkmx2fk | https://www.cyberattaque.org/leroch-distribution-33-go-de-donnees-publiees-apres-le-piratage-de-son-compte-blgcloud/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-5A332CAA7665,2026-08-12,PUBLICATION,Loutz,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/loutz-blgcloud-msp7qzkjgh0uwodlovb | https://www.cyberattaque.org/loutz-34-go-de-donnees-e-mails-et-documents-internes-diffuses-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-D0942B1FAC63,2026-08-12,PUBLICATION,Publica,Inconnu,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/publica-mspyx0388ayctyrqby7,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-E16B7E7AC982,2026-08-12,PUBLICATION,SON VIDEO,Commerce / Distribution,Ransomware,France métropolitaine,CYBERATTAQUE_ORG | RANSOMWARE_LIVE,http://lthicpjqc7gkn5eq3epxndc2uig3yngvcbdya4u3m3byjod5km4yuwqd.onion/#post/blog-4 | https://www.cyberattaque.org/son-video-com-frappe-une-nouvelle-fois-par-une-cyberattaque-10-382-fichiers-internes-publies/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-A298A6DBBB1B,2026-08-11,PUBLICATION,Agence pour l’enseignement français à l’étranger,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/agence-pour-l-enseignement-fran-ais-l-tranger-aefe-msp6elbt3d5a63mumeq | https://www.cyberattaque.org/aefe-plus-de-30-000-entrees-de-lannuaire-interne-et-135-e-mails-revendiques/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-19373D28E57B,2026-08-11,PUBLICATION,Gédimat,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/gedimat.png | https://frenchbreaches.com/alertes/g-dimat-msrguwrqi68yitik4s,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-A41F80656811,2026-08-11,PUBLICATION,HeyPulse,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/heypulse-msogur4agznhs274b3r | https://www.cyberattaque.org/heypulse-la-base-client-et-le-code-source-en-fuite-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-78722404B099,2026-08-11,PUBLICATION,Santé publique France,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/sant-publique-france-msoz0zsj3vgi774sa0i | https://www.cyberattaque.org/sante-publique-france-pres-de-80-000-personnes-exposees-apres-une-faille/ | https://www.franceinfo.fr/internet/securite-sur-internet/cyberattaques/un-prestataire-de-sante-publique-france-victime-d-une-cyberattaque-pres-de-80-000-donnees-de-contact-concernees_8146196.html,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-984961FE4704,2026-08-11,PUBLICATION,Sun Form,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/sun-form-des-pirates-accedent-au-logiciel-de-gestion-et-reclament-de-largent-aux-adherents/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-3879A78A2B32,2026-08-10,PUBLICATION,Fédération Française de Handball,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-handball-msn9vcfexvsnlnk1ha | https://www.cyberattaque.org/ffhandball-136-million-de-donnees-de-licencies-en-fuite-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-269BACA246E0,2026-08-10,PUBLICATION,Groupe Cloué,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/groupe-clou-blgcloud-msnd05otu1hyrbmzqy | https://www.cyberattaque.org/groupe-cloue-67-go-de-donnees-et-plus-de-9-000-fichiers-publies-apres-une-cyberattaque/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-2482980D1F89,2026-08-10,PUBLICATION,I-CAD,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/i-cad-msn3ybtatwxhj8nio8n | https://www.cyberattaque.org/i-cad-une-faille-de-securite-sur-le-fichier-national-des-chiens-et-chats/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-93CC7076F6BA,2026-08-10,PUBLICATION,Intermarché,Commerce / Distribution,Fuite de données,France métropolitaine,BONJOURLAFUITE,https://bonjourlafuite.eu.org/img/intermarche.png,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-3ABFF451EA33,2026-08-10,PUBLICATION,Mairie de Sixt-sur-Aff,Administration / Collectivité,Fuite de données,France métropolitaine,FRENCHBREACHES,https://frenchbreaches.com/alertes/mairie-de-sixt-sur-aff-msmii0ydaxb7f5pq82k,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-DD3823C68E8B,2026-08-10,PUBLICATION,Scalingo,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/scalingo.png | https://frenchbreaches.com/alertes/scalingo-mssmflhnh876wgausf | https://www.cyberattaque.org/scalingo-les-donnees-de-90-000-personnes-volees-via-une-faille-critique-de-metabase/,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-DAB365872289,2026-08-10,PUBLICATION,Steam,Inconnu,Fuite de données,France métropolitaine,BONJOURLAFUITE | CYBERATTAQUE_ORG | FRENCHBREACHES,https://bonjourlafuite.eu.org/img/steam.png | https://frenchbreaches.com/alertes/steam-msndgcya2ase84mzxi6 | https://www.cyberattaque.org/steam-noms-adresses-et-commandes-de-clients-europeens-exposes-apres-une-cyberattaque/,3,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-FB41041C22B5,2026-08-10,PUBLICATION,Ville de Gagny,Administration / Collectivité,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/ville-de-gagny-msmim65d87im5z51ho4 | https://www.cyberattaque.org/cyberattaque-a-gagny-la-ville-confirme-un-acces-non-autorise-a-des-donnees-personnelles/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-1DC7E716ACF6,2026-08-09,PUBLICATION,BlgCloud,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/blgcloud-les-donnees-de-159-entreprises-pirate-des-millions-de-documents-en-fuite/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-2972BA18B0BD,2026-08-09,PUBLICATION,Bureau Vallée,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/bureau-vall-e-msm7y0p26cnf5r2ewtu | https://www.cyberattaque.org/bureau-vallee-55-949-fiches-clients-en-fuite-apres-une-cyberattaque-avortee/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-9A02875C9EAF,2026-08-09,PUBLICATION,CLCV,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/cyberattaque-association-nationale-de-consommateurs-et-usagers/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-E0D9184FDC8A,2026-08-09,PUBLICATION,Duvignau 40,Inconnu,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/duvignau-40-blgcloud-msm86diuc1krxvgldsu | https://www.cyberattaque.org/blgcloud-duvignau40-les-donnees-crm-des-e-mails-et-des-documents-diffuses/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-6279DE88C132,2026-08-09,PUBLICATION,Impact Centre Chrétien,Inconnu,Ransomware,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/impact-centre-chretien-frappe-par-qilin-passeports-permis-et-titres-de-sejour-deja-exposes/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-1645372F6E23,2026-08-09,PUBLICATION,Le Mans FC,Sport,Fuite de données,France métropolitaine,CYBERATTAQUE_ORG | FRENCHBREACHES,https://frenchbreaches.com/alertes/le-mans-fc-msm10s9d7aa7x3v9wvi | https://www.cyberattaque.org/le-mans-fc-une-base-de-2-481-enregistrements-diffusee-apres-une-fuite-de-donnees/,2,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
INC-0C988C5686B1,2026-08-09,PUBLICATION,Roussel Agri62,Inconnu,Fuite de données,Inconnu,CYBERATTAQUE_ORG,https://www.cyberattaque.org/roussel-agri62-ouvre-la-serie-de-fuites-blgcloud-avec-933-go-de-donnees-exposees/,1,2026-08-30T16:20:53.820445+04:00,2026-08-30T16:20:53.820445+04:00
